uuid,Keywords,label
1890,Risk assessment and genetic counseling for Lynch syndrome - Practice resource of the National Society of Genetic Counselors and the Collaborative Group of the Americas on Inherited Gastrointestinal Cancer,1
1891,Techno-economic and environmental assessment of the main biogas upgrading technologies,0
1892,Carbon emissions and environmental management based on Big Data and Streaming Data: A bibliometric analysis,0
1893,"Cybersyn, big data, variety engineering and governance",0
1894,"Does carbon dioxide, methane, nitrous oxide, and GHG emissions influence the agriculture? Evidence from China",1
1895,Curative resection of ureteral metastasis of rectal cancer: a case report and review of literature,1
1896,"Economic, energy and environmental impact of coal-to-electricity policy in China: A dynamic recursive CGE study",0
1897,A fuzzy-stochastic multi-objective model for sustainable planning of a closed-loop supply chain considering mixed uncertainty and network flexibility,0
1898,"Collective correlations, dynamics, and behavioural inconsistencies of the cryptocurrency market over time",0
1899,Municipal solid waste management: Integrated analysis of environmental and economic indicators based on life cycle assessment,0
1900,Impact Assessment of Additive Manufacturing on Sustainable Business Models in Industry 4.0 Context,0
1901,Diagnosis and Treatment of Renal Cell Carcinoma During Pregnancy,1
1902,"Morphological, physiological and molecular assessment of cotton for drought tolerance under field conditions",1
1903,Proteogenomics for pediatric brain cancer,1
1904,Feasibility study and economic analysis of stand-alone hybrid energy system for southern Ghana,0
1905,Assessing the levelized cost of vanadium redox flow batteries with capacity fade and rebalancing,0
1906,Levelised Cost of Storage (LCOS) analysis of liquid air energy storage system integrated with Organic Rankine Cycle,0
1907,The effect of FDI on environmental emissions: Evidence from a meta-analysis,1
1908,Experimental study of hydrogen enriched compressed natural gas (HCNG) engine and application of support vector machine (SVM) on prediction of engine performance at specific condition,0
1909,Entrepreneurial Leadership and Sustainable Performance of Manufacturing SMEs in Malaysia: The Contingent Role of Entrepreneurial Bricolage,0
1910,Bioremoval of PVP-coated silver nanoparticles using Aspergillus niger: the role of exopolysaccharides,1
1911,Deep Phenotypic Analysis for Transposition of the Great Arteries and Prognosis Implication,1
1912,Does Emission Trading Boost Carbon Productivity? Evidence from China's Pilot Emission Trading Scheme,0
1913,"Dynamic causality interplay from COVID-19 pandemic to oil price, stock market, and economic policy uncertainty: evidence from oil-importing and oil-exporting countries",1
1914,Corporate Social Responsibility and Human Resource Management: Towards Sustainable Business Organizations,0
1915,The influence of consumers' intention factors on willingness to pay for renewable energy: a structural equation modeling approach,0
1916,Singapore Advanced Cardiac Life Support Guidelines 2021,1
1917,Development and application of a machine learning based multi-objective optimization workflow for CO2-EOR projects,0
1918,"In vitro probiotic and safety attributes of Bacillus spp. isolated from beebread, honey samples and digestive tract of honeybees Apis mellifera",1
1919,Spatial and temporal differentiation of COVID-19 epidemic spread in mainland China and its influencing factors,0
1920,Head control and head-trunk coordination as a function of anticipation in sidestepping,1
1921,Insights on the United Nations Sustainable Development Goals scope: Are they aligned with a 'strong' sustainable development?,0
1922,Microplastics in Mexican beaches,1
1923,The impact of energy technology innovations on cleaner energy supply and carbon footprints in Europe: A linear versus nonlinear approach,0
1924,An innovative 'Prop technique' of mouth opening in post-COVID-19 mucormycosis maxillectomy: Finding a new way with minimal efforts,1
1925,Costs dictate strategic investment in dominance interactions,1
1926,An urgent call for circular economy advocates to acknowledge its limitations in conserving biodiversity,0
1927,Environmental courts and foreign direct investments: evidence from China,1
1928,Modulation of soluble guanylate cyclase ameliorates pulmonary hypertension in a rat model of chronic thromboembolic pulmonary hypertension by stimulating angiogenesis,1
1929,Comparative analysis on the evolution of ecological carrying capacity between provinces during urbanization process in China,1
1930,Identification of Pulsatilla chinensis (Bge.) Regel and look-alike species by UHPLC-TOF-MS using multivariate statistical analysis,1
1931,Can the incentives polices promote the diffusion of distributed photovoltaic power in China?,0
1932,Impact of the Burden of COVID-19 in Italy: Results of Disability-Adjusted Life Years (DALYs) and Productivity Loss,1
1933,Realizing High Thermoelectric Performance in p-Type SnSe Crystals via Convergence of Multiple Electronic Valence Bands,1
1934,"Coupling coordination and spatiotemporal dynamic evolution between social economy and water environmental quality - A case study from Nansi Lake catchment, China",1
1935,Industrial structure transformation and provincial heterogeneity characteristics evolution of air pollution: Evidence of a threshold effect from China,1
1936,Solving the duck curve in a smart grid environment using a non-cooperative game theory and dynamic pricing profiles,0
1937,The impact of financial development and globalization on environmental quality: evidence from South Asian economies,1
1938,Spatial distribution and source analysis of heavy metals in soils influenced by industrial enterprise distribution: Case study in Jiangsu Province,1
1939,Using artificial intelligence technology to fight COVID-19: a review,1
1940,The impact of international sanctions on environmental performance,0
1941,Paeonol Ameliorates Cuprizone-Induced Hippocampal Demyelination and Cognitive Deficits through Inhibition of Oxidative and Inflammatory Events,1
1942,Implementing Circular Economy in municipal solid waste treatment system using P-graph,0
1943,Synthesis of silver and copper oxide nanoparticles using Myristica fragrans fruit extract: Antimicrobial and catalytic applications,1
1944,Implementation of property-level flood risk adaptation (PLFRA) measures: Choices and decisions,0
1945,"Revisiting the Environmental Kuznets Curve hypothesis in OECD countries: the role of renewable, non-renewable energy, and oil prices",1
1946,Ferrets are valuable models for SARS-CoV-2 research,1
1947,Carrier-Free Cross-linked Laccase Crystals for Biocatalytic Degradation of Textile Industrial Effluents,1
1948,Multi-objective performance of smart hybrid energy system with Multi-optimal participation of customers in day-ahead energy market,0
1949,Performance prediction and techno-economic analysis of solar dish/stirling system for electricity generation,0
1950,Sustainability Driven by Agriculture through Digital Transformation,0
1951,The role of environmental entrepreneurship for sustainable development: Evidence from 35 countries in Sub-Saharan Africa,1
1952,Cost-benefit analysis of waste photovoltaic module recycling in China,0
1953,Cytochrome c Expression by Andaliman ( Zanthoxylum acanthopodium) on Cervical Cancer Histology,1
1954,Prenatal depression exposure alters white matter integrity and neurodevelopment in early childhood,1
1955,Multilevel monte carlo for cortical circuit models,0
1956,Study on properties of phase change foam concrete block mixed with paraffin / fumed silica composite phase change material,0
1957,Improving pesticide fate models for a simple household food processing: considering multiple crop units,1
1958,Hybrid decision tree-based machine learning models for short-term water quality prediction,0
1959,Spatial-temporal pattern evolution and driving factors of China's energy efficiency under low-carbon economy,0
1960,Life cycle assessment and techno-economic analysis of biomass-to-hydrogen production with methane tri-reforming,0
